,Nombre,Apellido Paterno,Apellido Materno,fecha,producto,P1,P2,P3,P4,P5
26307,Fortunata,Maldonado,González,2020-03-04,Producto X,5,5,-1,4,3
26308,Dora,Guerrero,Corona,2020-02-17,Producto X,5,5,4,5,4
26309,Rafael,Oporto,Loya,2020-01-20,Producto X,2,5,4,5,5
26310,Ceferino,Limón,Maldonado,2020-01-12,Producto Y,3,4,3,4,2
26311,Dora,Da rosa,Docarmo,2020-03-12,Producto X,4,-1,-1,5,4
26312,Mara,Henríquez,Ruelas,2020-01-07,Producto X,-1,4,5,5,5
26313,Aurora,Miranda,Barroso,2020-03-10,Producto X,4,-1,4,5,5
26314,Graciana,Luján,Narváez,2020-01-01,Producto Y,3,2,3,5,5
26315,Abraham,Lencastre,Tapia,2020-01-17,Producto Y,-1,3,5,3,2
26316,Elizabeth,Cosinga,Iglesias,2020-03-18,Producto X,4,4,5,5,5
26317,Umberto,Valdés,Villa,2020-01-20,Producto X,5,5,5,5,5
26318,Dulce,Sanches,Camarillo,2020-04-13,Producto X,5,5,5,-1,4
26319,Alexia,Sandiga,Delatorre,2020-01-14,Producto X,5,4,3,4,4
26320,Norma,Ojeda,Oliveira,2020-03-01,Producto X,5,5,5,-1,2
26321,Cristal,Chavarría,Báez,2020-04-11,Producto X,5,5,4,5,-1
26322,Segunda,Villalpando,Carrasco,2020-01-30,Producto X,5,4,5,5,-1
26323,Emilia,Vanegas,Lebrón,2020-02-27,Producto Y,4,4,-1,3,4
26324,Isaí­as,Oporto,Guajardo,2020-01-01,Producto X,5,4,4,2,5
26325,Antonella,Vaca,Águilar,2020-01-14,Producto Y,3,3,5,2,5
26326,Ramón,Mondragón,Veiga,2020-02-24,Producto X,5,4,3,5,5
26327,Sonia,Villegas,Laureano,2020-03-27,Producto X,-1,3,-1,4,5
26328,Violeta,Padua,Bétancourt,2020-01-18,Producto X,2,3,5,5,5
26329,Marta,Mireles,Quiroz,2020-02-08,Producto X,5,3,5,-1,5
26330,Lana,Palacios,Montero,2020-02-09,Producto Y,-1,4,4,3,-1
26331,Mariana,Alburqueque,Arias,2020-03-30,Producto X,5,5,4,5,-1
26332,Yesenia,Rosario,Cornejo,2020-01-03,Producto X,5,5,5,4,5
26333,Maximiliano,Escobar,Puente,2020-04-08,Producto X,5,4,5,5,5
26334,Emanuel,Gallegos,Olivera,2020-04-10,Producto X,5,5,5,5,5
26335,Dulce,Patiño,Rico,2020-02-14,Producto Y,4,4,3,3,3
26336,Nuria,Oporto,Gamboa,2020-04-11,Producto X,5,-1,5,5,-1
26337,Cleopatra,Guedes,Seijas,2020-04-14,Producto X,5,5,5,4,-1
26338,Sergio,Quintero,Berríos,2020-01-27,Producto X,3,5,5,4,4
26339,Paulina,Rendón,Da nobrega,2020-01-17,Producto X,5,5,3,5,5
26340,Catarina,Candelaria,Tijerina,2020-02-02,Producto Y,5,4,2,4,3
26341,Luna,Alvares,Gastélum,2020-02-24,Producto X,5,5,-1,-1,-1
26342,Emma,Heredia,Perea,2020-01-15,Producto Y,-1,3,5,4,4
26343,Raquel,Arias,Bustamante,2020-03-07,Producto X,4,4,5,4,4
26344,Gianina,Cepeda,Cernades,2020-02-07,Producto Y,3,4,4,4,4
26345,Sergio,Cavazos,Soliz,2020-02-09,Producto Y,5,2,-1,4,4
26346,Fátima,Quintero,Ocampo,2020-01-20,Producto X,4,5,5,4,2
26347,Nataniel,Ozuna,Garay,2020-02-05,Producto X,4,-1,5,-1,5
26348,Juan,Meraz,Noronha,2020-02-28,Producto X,5,5,5,4,5
26349,Sócrates,Apodaca,Lozada,2020-03-10,Producto X,-1,-1,5,5,3
26350,Agnano,Acosta,Peralta,2020-03-13,Producto X,4,5,5,-1,4
26351,Ivana,Matías,Dávila,2020-01-25,Producto X,4,4,5,4,5
26352,Betania,Duran,Ocasio,2020-02-23,Producto X,5,4,5,3,5
26353,Octavio,Godoy,Nomberto,2020-02-12,Producto X,4,5,3,4,5
26354,Fernando,Reyes,Cruz,2020-03-07,Producto X,-1,5,4,5,5
26355,Felipe,Acosta,Naranjo,2020-01-18,Producto X,5,5,5,5,5
26356,Talia,Arredondo,Rodrígez,2020-03-26,Producto X,-1,5,4,-1,5
26357,Amalia,Romero,Blanco,2020-04-02,Producto X,5,5,5,4,-1
26358,Giuliana,Serna,Olvera,2020-02-02,Producto X,5,5,5,3,4
26359,Flora,Armenta,Quiñónez,2020-03-26,Producto X,4,4,5,4,5
26360,Dana,Coronado,Noriega,2020-03-10,Producto X,4,-1,5,-1,4
26361,Brenda,Ordóñez,Cruz,2020-01-02,Producto X,4,-1,4,5,2
26362,Dulce,Llamas,Nazario,2020-02-04,Producto X,5,5,4,4,4
26363,Wendy,Amaral,Rodríguez,2020-01-09,Producto Y,3,4,3,2,5
26364,Abril,Flórez,Escobar,2020-02-28,Producto X,5,4,4,4,-1
26365,Mariangeles,Aparicio,Báez,2020-03-10,Producto X,3,5,5,5,5
26366,Jéssica,Olivares,Grijalva,2020-01-23,Producto X,5,4,5,4,-1
26367,Sergio,Fonseca,Jaimes,2020-03-17,Producto X,5,3,5,4,4
26368,Socorro,Collazo,Da fieno,2020-02-10,Producto Y,-1,3,-1,3,2
26369,Gabriela,Adauto,Guevara,2020-03-08,Producto X,4,4,4,5,5
26370,Yvonne,Delafuente,Rojo,2020-02-09,Producto X,5,5,4,5,5
26371,Abraham,Navarrete,Cruz,2020-03-26,Producto X,5,5,4,5,4
26372,Dana,Nomberto,Méndez,2020-03-25,Producto X,5,4,5,-1,5
26373,Mariangeles,Cardenas,Tirado,2020-03-26,Producto X,5,5,5,3,5
26374,Estefaní­a,Mercado,Gallardo,2020-03-13,Producto X,5,5,5,5,-1
26375,Brunela,Carrillo,Arredondo,2020-01-13,Producto X,4,4,5,3,5
26376,Yvonne,Collazo,Seijas,2020-01-10,Producto X,4,5,4,4,4
26377,Lisa,Da costa,Verdugo,2020-01-16,Producto X,5,4,5,-1,3
26378,Rigoberto,Ureña,Garrido,2020-01-06,Producto X,5,5,5,5,4
26379,Virginia,Gaitán,Climaco,2020-01-09,Producto X,5,3,5,5,-1
26380,Alfonso,Escobar,Bermúdez,2020-02-28,Producto X,3,4,5,4,4
26381,Ada,Rivera,Alva,2020-01-23,Producto X,4,5,4,4,4
26382,Miranda,Cardona,Sánchez,2020-01-13,Producto Y,2,4,2,2,3
26383,Renee,Galindo,Robledo,2020-03-06,Producto X,5,5,4,-1,4
26384,Socorro,Da silva,Bermúdez,2020-01-27,Producto X,5,5,5,4,3
26385,Nataniel,Cosinga,Pedraza,2020-01-18,Producto Y,2,4,1,4,4
26386,Alison,Pelaes,Gil,2020-01-30,Producto X,-1,4,4,4,5
26387,Socorro,Serrato,Gomes,2020-03-07,Producto X,5,3,5,5,5
26388,Valentina,Torres,Agosto,2020-03-21,Producto X,-1,5,4,5,5
26389,Anastacio,Delrío,Maya,2020-01-06,Producto X,5,5,-1,4,4
26390,Milagros,Borrego,Gallegos,2020-02-22,Producto X,5,4,4,5,3
26391,Sergio,Peixoto,Neves,2020-02-03,Producto X,4,5,4,-1,5
26392,Magdalena,Casanova,Arce,2020-03-21,Producto X,-1,4,5,5,5
26393,Marilú,Gálvez,Alcala,2020-02-04,Producto X,4,5,5,5,-1
26394,Inés,Paz,Treviño,2020-02-19,Producto X,5,5,5,5,4
26395,Jesús,Batista,Lucio,2020-01-23,Producto X,5,5,5,4,4
26396,Miriam,Rodarte,Santana,2020-01-08,Producto X,-1,5,5,-1,5
26397,Ana,Bustos,Camacho,2020-02-02,Producto X,4,5,5,3,5
26398,Ariel,Da ponte,Chavarría,2020-04-06,Producto X,5,5,4,5,5
26399,Ana,Vasconcellos,Cardoso,2020-04-11,Producto X,4,5,5,5,4
26400,Mariangeles,Magallanes,Pelayo,2020-01-13,Producto X,4,4,4,5,-1
26401,Clorinda,Lebrón,Escalante,2020-03-10,Producto X,5,5,5,5,5
26402,Talia,Montalvo,Villarreal,2020-04-05,Producto X,-1,-1,5,3,3
26403,Margarita,Cardoso,Cisneros,2020-03-12,Producto X,5,-1,5,5,4
26404,Calí­ope,Moya,Moraes,2020-03-31,Producto X,5,4,4,5,5
26405,Raquel,Aguayo,Delafuente,2020-03-28,Producto X,5,4,5,5,5
26406,Elvira,Roque,Bahena,2020-03-24,Producto X,3,4,5,4,5
26407,Valentí­n,Muro,Deleón,2020-03-29,Producto X,-1,5,5,4,-1
26408,Efraim,Tijerina,Guedes,2020-03-27,Producto X,3,5,4,5,5
26409,Dalia,Salinas,Alfaro,2020-01-24,Producto X,5,5,5,4,5
26410,Moisés,Puga,Hernández,2020-03-08,Producto X,5,-1,5,5,5
26411,Guillermo,Adorno,Abreu,2020-03-21,Producto X,-1,5,4,5,3
26412,Marianela,Calvillo,Samaniego,2020-03-21,Producto X,5,5,4,4,-1
26413,Thalia,Carmona,Araña,2020-02-17,Producto Y,2,4,4,4,4
26414,Yolanda,Da cunha,Naranjo,2020-03-30,Producto X,-1,5,5,5,4
26415,Alejandro,Centeno,Olvera,2020-01-08,Producto X,5,4,5,5,3
26416,Anastacio,Sandoval,Carrera,2020-04-08,Producto X,4,4,5,4,4
26417,Hermosa,Paredes,Concepción,2020-02-24,Producto X,5,5,4,4,-1
26418,Esperanza,Sosa,Ybarra,2020-03-14,Producto X,2,5,4,5,4
26419,Adoración,Camacho,Villegas,2020-04-12,Producto X,5,5,5,4,4
26420,Caleb,Mateo,Marín,2020-04-10,Producto X,5,5,5,4,5
26421,Juan,Jasso,Gutiérrez,2020-03-01,Producto X,5,5,-1,5,4
26422,Libertad,Perea,Da souza,2020-03-28,Producto X,4,5,5,4,5
26423,Elí­as,Gaitán,Lencastre,2020-04-01,Producto X,-1,4,5,3,5
26424,Tomás,Méndez,Anguiano,2020-03-01,Producto X,5,5,4,4,-1
26425,Jennifer,Partida,Quesada,2020-02-17,Producto X,5,4,4,5,5
26426,Paloma,Delarosa,Adorno,2020-02-24,Producto X,4,5,5,5,4
26427,Rubí,Bernal,Alvares,2020-01-29,Producto Y,4,5,4,3,1
26428,Gabriel,Villanueva,Moraes,2020-04-02,Producto X,5,5,5,5,5
26429,Eugenia,Ruelas,Roybal,2020-02-27,Producto X,3,5,4,4,4
26430,Dora,Tirado,Alcabes,2020-01-31,Producto X,5,4,4,5,4
26431,Felix,Sosa,Corona,2020-03-31,Producto X,5,5,4,5,-1
26432,Marilú,Da rosa,Oporto,2020-01-26,Producto Y,5,4,3,4,4
26433,Fabio,Da silva,Nevárez,2020-01-11,Producto X,5,5,-1,4,4
26434,Gabriela,Cotto,Apodaca,2020-03-25,Producto X,5,5,4,5,5
26435,Sol,Reyna,Murillo,2020-02-22,Producto X,5,3,5,5,2
26436,Luis,Rodrígez,Palomino,2020-03-09,Producto X,5,5,4,4,4
26437,Fernando,Ramírez,Gaytán,2020-01-08,Producto X,-1,5,5,5,5
26438,Lucas,Cabrera,Noriega,2020-03-21,Producto X,4,5,5,-1,3
26439,Inés,Valladares,Santiago,2020-02-24,Producto X,3,3,5,5,5
26440,Betania,Alanis,Iglesias,2020-03-06,Producto X,3,5,5,5,2
26441,Francisco,Cedillo,Pomar,2020-02-29,Producto Y,3,4,2,3,5
26442,Alejandro,Mideros,Serna,2020-04-13,Producto X,4,5,3,4,5
26443,Ángelo,Mendoza,Tejada,2020-02-29,Producto X,5,5,4,5,5
26444,Valentí­n,Quiroz,Almaraz,2020-02-25,Producto X,5,-1,5,4,5
26445,Benedicto,Haro,Da souza,2020-01-11,Producto X,5,5,5,5,4
26446,Celestino,Esparza,Carbajal,2020-01-22,Producto X,4,-1,-1,5,5
26447,Yvonne,Noronha,Peralta,2020-03-17,Producto X,5,-1,4,4,4
26448,Caridad,Blanco,Angobaldo,2020-02-14,Producto X,5,5,5,5,5
26449,Abrán,Baes,Da souza,2020-01-07,Producto X,5,5,4,4,4
26450,Celina,Montalvo,Deleón,2020-01-19,Producto X,4,4,4,5,2
26451,Victor,Olivo,Hernandes,2020-01-28,Producto X,5,4,5,4,4
26452,Celeste,Véliz,Cerda,2020-03-25,Producto X,4,-1,4,5,5
26453,Agnano,Mayorga,Mota,2020-03-15,Producto X,4,4,5,5,5
26454,Maya,Fino,Garibay,2020-01-24,Producto X,5,5,-1,5,5
26455,Teresa,Cortez,Castillo,2020-01-28,Producto Y,1,3,-1,4,2
26456,Nadia,Collazo,Olivera,2020-01-09,Producto X,5,4,5,-1,-1
26457,Fernando,Ramírez,Calienes,2020-03-26,Producto X,4,4,5,3,-1
26458,Déborah,Regueiro,Domínguez,2020-01-16,Producto Y,3,1,-1,4,5
26459,Silvestre,Castañeda,Almaraz,2020-03-11,Producto X,5,5,5,4,4
26460,Enrique,Barroso,Ríos,2020-03-03,Producto X,5,5,5,3,5
26461,Valentina,Linares,Delarosa,2020-03-29,Producto X,4,4,5,5,5
26462,Irene,Chichón,Aparicio,2020-04-10,Producto X,5,5,5,5,5
26463,Rebeca,Adauto,Alaniz,2020-02-25,Producto X,4,5,5,5,4
26464,Fidel,Cabrera,Faria,2020-03-03,Producto X,4,5,2,4,4
26465,Bianca,Miramontes,Solís,2020-01-14,Producto Y,3,3,4,3,2
26466,Santiago,Freitas,Tapia,2020-02-08,Producto X,5,5,5,4,4
26467,Rafael,Rael,Adorno,2020-01-21,Producto X,5,5,4,4,-1
26468,Joana,Barragán,Ontiveros,2020-02-27,Producto Y,3,3,-1,2,4
26469,Amalia,Abreu,Solorio,2020-02-02,Producto X,5,4,5,3,5
26470,Dulce,Domínquez,Alcaraz,2020-01-09,Producto X,4,4,5,3,3
26471,Gianina,De almeida,Miramontes,2020-03-12,Producto X,5,5,4,5,5
26472,Victoria,Benítez,Elizondo,2020-04-03,Producto X,5,5,5,5,4
26473,Déborah,Luján,Ferreyra,2020-04-06,Producto X,5,-1,3,3,5
26474,JasmÃ­n,Cadena,Valles,2020-02-12,Producto X,4,4,-1,4,5
26475,Orlando,Villanueva,Hinojosa,2020-03-14,Producto X,5,5,5,4,4
26476,Miranda,Gaona,Rolón,2020-03-04,Producto X,4,5,4,4,5
26477,Aida,Casillas,Gálvez,2020-03-01,Producto X,3,5,5,4,4
26478,Roberto,Baca,Leandro,2020-03-08,Producto X,5,5,-1,3,5
26479,Marcia,Garibay,Botello,2020-01-30,Producto X,5,5,3,4,5
26480,Andrés,Cano,Corral,2020-02-02,Producto Y,2,4,3,5,3
26481,Lara,Adorno,Collazo,2020-04-13,Producto X,5,5,5,5,4
26482,Claudia,Barrera,Jasso,2020-04-11,Producto X,5,5,5,4,5
26483,Linda,Rojas,Naranjo,2020-02-04,Producto X,4,3,5,5,4
26484,Déborah,Godínez,Leiva,2020-03-01,Producto X,4,5,3,-1,5
26485,Sol,Urías,Vélez,2020-03-28,Producto X,5,5,4,3,4
26486,Marcia,Peixoto,Zayas,2020-04-12,Producto X,5,5,3,5,5
26487,Olivia,Zavala,Godoy,2020-01-03,Producto X,5,4,5,-1,5
26488,Graciana,Puga,Amaral,2020-01-12,Producto Y,4,3,4,4,3
26489,Alejandro,Escobar,Urrutia,2020-01-13,Producto Y,3,4,1,3,5
26490,Dana,Segura,Medrano,2020-01-17,Producto X,5,5,5,3,5
26491,Adoración,Montero,Tijerina,2020-01-06,Producto X,5,5,4,5,5
26492,Isidora,Zago,Estévez,2020-02-18,Producto X,5,5,5,5,5
26493,Amara,Padilla,Valles,2020-02-24,Producto X,4,5,5,4,5
26494,Yesenia,Pelayo,Vives,2020-02-17,Producto Y,4,4,4,3,3
26495,Noé,Cabán,Zúñiga,2020-04-07,Producto X,-1,5,5,5,4
26496,Aida,Duran,Alvares,2020-01-12,Producto X,5,4,4,5,4
26497,Leandra,Delacrúz,Cernades,2020-01-18,Producto Y,2,5,-1,4,2
26498,Efraim,Da costa,Bañuelos,2020-02-01,Producto X,5,5,5,5,4
26499,Carlos,Muro,Bernal,2020-03-08,Producto X,4,5,3,5,4
26500,Rebeca,Saucedo,Pajares,2020-03-15,Producto X,5,4,-1,4,5
26501,Amadeo,Corral,PiÑeiro,2020-03-25,Producto X,3,5,4,5,5
26502,Zoe,Roldán,Valenzuela,2020-02-12,Producto X,5,4,5,5,4
26503,Cintia,Blanco,Munguía,2020-02-11,Producto Y,4,3,3,4,2
26504,Sierra,Abeyta,Verdugo,2020-01-10,Producto X,5,4,4,-1,4
26505,Catalina,Garay,Barrera,2020-01-04,Producto X,5,5,4,-1,-1
26506,Bianca,Pérez,Puga,2020-02-09,Producto X,-1,-1,4,4,3
26507,Talia,Esquivel,Laboy,2020-01-02,Producto X,3,4,-1,5,5
26508,Casia,Holguín,Oliveira,2020-02-20,Producto X,5,5,5,5,4
26509,Mariana,Moraes,Prieto,2020-03-08,Producto X,5,-1,4,3,5
26510,Cleopatra,Cerda,Da cruz,2020-02-20,Producto Y,4,3,4,3,5
26511,Ilana,Rodríquez,Agrada,2020-02-03,Producto Y,2,4,3,4,5
26512,Cintia,Zago,Jimínez,2020-02-01,Producto X,5,4,4,-1,4
26513,Victoria,Aragón,Delarosa,2020-04-10,Producto X,5,5,5,5,5
26514,Jesús,González,Tijerina,2020-02-19,Producto X,4,4,5,4,5
26515,Alma,Muñoz,Lemus,2020-02-14,Producto Y,5,-1,2,-1,3
26516,Socorro,Cabán,Nava,2020-01-17,Producto Y,4,4,3,3,3
26517,Segunda,Casárez,Ledesma,2020-01-31,Producto X,-1,5,5,4,-1
26518,Bella,Téllez,Delafuente,2020-01-24,Producto X,5,4,-1,5,4
26519,Valentina,Figueroa,Ornelas,2020-01-24,Producto X,4,5,4,4,5
26520,Joaquí­n,Abregu,Frías,2020-01-15,Producto X,5,5,3,4,4
26521,David,Hernandes,Macías,2020-01-14,Producto X,-1,5,3,5,5
26522,Carlos,Escamilla,Faria,2020-01-09,Producto X,4,5,5,5,4
26523,Efraim,Pagan,Padrón,2020-01-20,Producto X,5,5,5,4,4
26524,Leo,Urbina,Archuleta,2020-02-12,Producto Y,4,4,5,2,3
26525,Malena,Agosto,Luna,2020-01-23,Producto X,4,3,4,5,5
26526,Carisa,Do nacimento,Coelho,2020-02-02,Producto X,5,4,4,5,5
26527,Helena,Corona,de León,2020-04-06,Producto X,4,5,5,4,5
26528,René,Canales,Pulido,2020-01-11,Producto X,3,5,5,4,4
26529,Andrea,Padua,Balderas,2020-02-14,Producto X,4,4,5,5,3
26530,Iris,Noriega,Maya,2020-02-03,Producto X,5,5,4,-1,5
26531,Sonia,Robledo,Polanco,2020-01-22,Producto X,-1,-1,5,5,4
26532,Helena,Maya,Coelho,2020-01-07,Producto X,4,5,4,4,5
26533,Emanuel,Iglesias,Tirado,2020-01-21,Producto X,5,3,5,5,5
26534,Helena,Texeira,Granado,2020-01-28,Producto X,4,-1,-1,5,5
26535,Marcos,Véliz,Sedillo,2020-02-16,Producto Y,4,-1,-1,4,3
26536,María,Curbelo,Covarrubias,2020-02-14,Producto X,4,5,3,5,5
26537,Jaime,Cernades,Vergara,2020-01-13,Producto X,5,4,5,5,-1
26538,Nicolás,Pichardo,Velásquez,2020-04-11,Producto X,4,5,5,5,3
26539,María,Jurado,Curbelo,2020-01-29,Producto Y,4,2,3,5,4
26540,Maximiliano,Puente,Nieto,2020-04-11,Producto X,5,3,4,5,4
26541,Doria,Menejes,Soto,2020-02-25,Producto X,5,5,5,3,-1
26542,Luis,Lugo,Coelho,2020-01-05,Producto X,5,5,4,4,4
26543,Mónica,Souza,Osorio,2020-01-06,Producto X,-1,5,-1,4,-1
26544,Bárbara,Luján,Córdova,2020-01-31,Producto Y,2,3,5,4,4
26545,Abigail,Mota,Briseño,2020-01-27,Producto X,5,4,-1,4,5
26546,Maricela,Berríos,Mascareñas,2020-01-25,Producto Y,3,3,5,3,4
26547,Eliana,Tello,Ortega,2020-02-12,Producto X,5,4,5,5,5
26548,Hermosa,Ortiz,Chávez,2020-02-04,Producto Y,-1,4,5,4,5
26549,Gabriel,Huerta,Suárez,2020-02-22,Producto Y,3,4,5,2,-1
26550,Mara,Casanova,Laboy,2020-01-02,Producto Y,4,5,4,5,5
26551,Rita,Nava,Acosta,2020-02-24,Producto X,4,5,5,5,5
26552,Déborah,Huerta,Pizarro,2020-02-01,Producto X,5,-1,4,5,4
26553,Talia,Armas,Briseño,2020-02-05,Producto X,5,3,-1,-1,5
26554,Celeste,Valadez,Vigil,2020-02-17,Producto X,5,4,4,4,4
26555,Umberto,Agosto,Meraz,2020-02-09,Producto X,2,5,4,4,5
26556,Mabel,Quiñones,Pereyra,2020-02-29,Producto X,4,4,5,-1,5
26557,Isidora,Aguilera,Benavídez,2020-02-29,Producto X,4,4,4,3,4
26558,Sol,Sousa,Faria,2020-01-27,Producto X,4,-1,-1,5,5
26559,Luis,Salazar,Melo,2020-03-06,Producto X,5,-1,-1,5,4
26560,Rolando,Olmos,Irizarry,2020-03-10,Producto X,5,4,5,5,5
26561,Norma,Solano,Solís,2020-01-19,Producto Y,4,2,4,4,5
26562,Caleb,Burgos,Echevarría,2020-02-03,Producto X,5,4,5,3,5
26563,Dión,Salgado,Orta,2020-03-24,Producto X,4,3,5,5,4
26564,Jacinto,Campos,Cernades,2020-02-02,Producto X,4,4,5,4,4
26565,Mercedes,Nieto,Griego,2020-03-11,Producto X,4,5,5,-1,5
26566,Ramón,Munguía,Da souza,2020-03-21,Producto X,-1,4,3,4,5
26567,Sierra,Delrío,Almeida,2020-02-06,Producto X,5,5,4,5,5
26568,Serena,Ferrer,Huerta,2020-02-19,Producto X,5,5,4,5,4
26569,Ana,Mourao,Mendoza,2020-03-30,Producto X,5,5,5,5,5
26570,Liana,Menéndez,Ribeyro,2020-01-12,Producto Y,3,4,3,3,2
26571,Sol,Palomino,Da costa,2020-02-07,Producto X,5,5,4,4,4
26572,Marcia,Ochoa,Maqueira,2020-01-18,Producto Y,4,4,2,-1,4
26573,Martí­n,Oporto,Alonso,2020-04-10,Producto X,4,4,3,3,4
26574,Marianela,Niño,Grijalva,2020-01-07,Producto X,5,-1,5,5,5
26575,Nevada,Salcedo,Salcedo,2020-01-28,Producto X,-1,5,5,5,4
26576,Ava,Covarrubias,Espinosa,2020-01-24,Producto X,4,5,4,4,3
26577,Manuel,Mendoza,Dorrego,2020-02-29,Producto Y,-1,5,3,3,4
26578,Set,Blanco,Mateo,2020-01-01,Producto X,-1,4,5,5,-1
26579,Desirée,Paredes,Delvalle,2020-03-13,Producto X,5,5,5,-1,5
26580,Sabrina,Palomino,Serna,2020-03-13,Producto X,5,5,5,5,-1
26581,Felipa,Saucedo,Mota,2020-02-15,Producto X,-1,4,5,4,2
26582,Dión,Cavazos,Jaime,2020-01-11,Producto X,5,5,-1,4,5
26583,Alejandrina,Carrasquillo,Esparza,2020-03-28,Producto X,5,3,5,4,5
26584,Angela,Daga,Matías,2020-01-05,Producto X,-1,5,-1,4,5
26585,Doria,Guillen,Neves,2020-01-29,Producto X,4,4,4,5,5
26586,Natalia,Barboza,Alcabes,2020-02-01,Producto X,4,5,4,-1,4
26587,Marilú,Trejo,Terrazas,2020-01-16,Producto X,4,3,5,3,4
26588,Ilana,Correa,Barroso,2020-02-06,Producto X,3,4,3,4,4
26589,Cleopatra,Carrero,Domingues,2020-03-27,Producto X,4,4,5,4,4
26590,Blanca,Da ros,Da nobrega,2020-03-19,Producto X,-1,5,-1,5,-1
26591,Angelina,Quiñónez,Cepeda,2020-02-12,Producto X,4,4,5,4,3
26592,Malena,Abreu,Delao,2020-04-09,Producto X,5,5,5,5,5
26593,Sergio,Valladares,Godoy,2020-02-03,Producto Y,4,4,-1,3,2
26594,Fortunato,Jaramillo,Reyna,2020-03-02,Producto X,4,5,5,4,5
26595,Ángel,Pantoja,Aguilera,2020-03-25,Producto X,4,5,5,5,4
26596,Joana,Velázquez,Campos,2020-01-02,Producto X,5,5,5,5,5
26597,Esmeralda,Couto,Coimbra,2020-02-25,Producto Y,2,3,-1,4,2
26598,Sierra,Zago,Guevara,2020-02-11,Producto X,5,5,5,5,5
26599,Olivia,Guedes,Palacios,2020-01-10,Producto X,5,-1,4,5,5
26600,Ilana,Cardoso,Vargas,2020-01-13,Producto Y,4,3,5,5,5
26601,Miguel,Elizondo,Valenca,2020-02-23,Producto Y,4,5,3,3,2
26602,Emanuel,Adaro,Lucero,2020-01-21,Producto Y,5,2,3,5,4
26603,Luna,Báez,Ozuna,2020-03-07,Producto X,4,5,5,4,-1
26604,Mariana,Moura,Gutiérrez,2020-01-09,Producto Y,4,4,4,3,-1
26605,Bella,Pajares,Sierra,2020-01-31,Producto X,4,5,4,5,5
26606,Olivia,Pulido,Da rosa,2020-03-15,Producto X,-1,-1,4,4,-1
26607,Sócrates,Gómez,Prado,2020-01-24,Producto X,4,5,5,3,5
26608,Liana,Campos,De jesus,2020-02-29,Producto X,5,5,5,-1,4
26609,Maximiliano,Martos,Lozada,2020-01-08,Producto X,4,4,5,5,5
26610,Candela,Granados,Da ros,2020-02-16,Producto X,5,5,4,5,3
26611,Gracia,Pomar,Gallardo,2020-03-26,Producto X,4,5,4,5,3
26612,Zacarí­as,Cernades,Saavedra,2020-03-20,Producto X,4,5,4,5,4
26613,Cleopatra,Merino,Da nobrega,2020-02-05,Producto Y,2,4,3,5,3
26614,Tina,Montañez,Tórrez,2020-02-16,Producto Y,5,2,4,5,5
26615,Reina,Concepción,Ocasio,2020-02-03,Producto Y,4,1,3,-1,4
26616,Emanuel,Olivares,Castro,2020-01-07,Producto X,5,5,5,5,5
26617,Irene,Cedillo,Cavazos,2020-03-17,Producto X,5,4,4,5,5
26618,Cecilia,Santana,García,2020-02-25,Producto X,5,5,4,5,5
26619,Tomás,Bermúdez,Álvarez,2020-02-16,Producto X,4,4,3,4,5
26620,Ramón,Lucero,Corona,2020-01-03,Producto X,5,4,5,5,5
26621,Rigoberto,Rangel,Da cunha,2020-01-03,Producto X,3,5,5,5,5
26622,Lara,Segovia,Preciado,2020-01-15,Producto X,5,4,4,3,5
26623,Nina,Arce,Espino,2020-03-26,Producto X,4,4,5,4,5
26624,Abra,Mourao,Saldaña,2020-03-15,Producto X,4,-1,4,3,5
26625,Caleb,Vargas,Jurado,2020-04-05,Producto X,-1,4,4,5,3
26626,Manuel,Flórez,Maestas,2020-03-08,Producto X,4,3,5,5,5
26627,Felix,Alcántar,Brito,2020-02-10,Producto Y,2,2,4,2,2
26628,Rigoberto,Briones,Pinheiro,2020-04-05,Producto X,-1,5,5,3,-1
26629,Brisa,Montenegro,Lira,2020-04-05,Producto X,4,5,5,3,5
26630,Azalea,Villegas,Saldivar,2020-02-29,Producto Y,5,3,2,3,2
26631,Augusto,Dosantos,Alcala,2020-01-10,Producto X,5,4,5,3,4
26632,Diana,Tamez,Llamas,2020-03-04,Producto X,5,5,5,5,4
26633,María,Adames,Bañuelos,2020-02-08,Producto Y,4,5,2,4,5
26634,Isaac,Guajardo,Quiroz,2020-01-31,Producto X,5,4,-1,-1,4
26635,Abrán,Salazar,Apodaca,2020-04-01,Producto X,4,3,3,4,4
26636,Felicitas,Almanza,Brito,2020-02-20,Producto X,4,4,4,5,5
26637,Jaime,Vasconcellos,Faria,2020-01-04,Producto X,4,4,5,5,5
26638,Milagros,Barroso,Regueiro,2020-03-23,Producto X,-1,5,4,4,4
26639,Eugenia,Barboza,Prieto,2020-02-28,Producto X,5,4,5,4,4
26640,Juana,Duarte,Pires,2020-02-17,Producto X,-1,-1,5,5,3
26641,Albina,Minauro,Lobato,2020-01-10,Producto X,5,4,5,4,-1
26642,Estefaní­a,Moraes,Palomino,2020-02-20,Producto X,4,5,5,5,-1
26643,Déborah,Carmona,Ulloa,2020-03-21,Producto X,4,4,5,5,5
26644,Mónica,Otero,Nunes,2020-02-28,Producto X,5,5,5,5,5
26645,Roberta,Dávila,Almaraz,2020-04-09,Producto X,5,4,-1,4,-1
